공고번호,회사명,공고제목,지역,경력,기술스택/분야
53898792,리얼텍코리아(주),[외국계] 반도체 기술지원 FAE 신입/경력 채용,경기 평택시,신입·경력,기술지원 / Linux / 임베디드
53904992,바자울정보기술(주),서울대학교병원 의학연구혁신센터에서 근무할 신입/경력 개발자,서울 종로구,신입·경력,앱개발 / SQL / Java
53874847,브라더스비(주),"[신입/경력] JAVA, Node 백엔드 및 미들웨어 정규직 채용",서울 관악구,경력무관,Node.js / 소프트웨어개발
53903492,(주)넷폼알앤디,[넷폼알앤디] 사무직 · 사무지원 정규직 채용,경기 오산시,경력무관,자료입력 / 전화응대 / 서류관리
53946043,(주)온누리아이코리아,지식 재산(IP) 전략 및 금융지원 담당자 [특허/IP/정부지원사업],서울 강남구,경력무관,변리사 / 법률사무원 / 특허명세사 / 기술사업화
53948655,(주)아워픽,[OURPICK] 브랜드 / 패키지 디자이너 신입/경력 채용,서울 금천구,경력무관,로고디자인 / 광고디자인 / 콘텐츠디자인
53956386,(주)에프컴바인,"[Misekiseoul]디자이너 브랜드 미세키서울 디자인팀 신입, 경력",서울 마포구,경력무관,섬유디자인 / 의상디자인 / 패턴디자인 / 여성의류 / 전자상거래
53989011,(주)시선아이티,[부산/해운대] 시선아이티 부산사업부(SI/SM) 정규직 채용,부산 해운대구,신입·경력,웹개발 / AI(인공지능) / SI·시스템통합
53958312,주식회사콜핑아이씨티,(주)콜핑아이씨티 온라인 MD 채용,부산전체,경력무관,영업MD / 온라인판매 / 의류판매 / 온라인영업 / 브랜드MD
53988672,(주)번들즈,서브마켓 과일창고 물류관리팀원을 찾습니다.,경남 김해시,경력2년↑,구매관리 / 물류관리 / 재고관리 / 창고관리 / 검품/검수
54006601,(주)글로벌비전,AI 개발자 ( 주식증권 가상화폐 분석 매매 ) 경험자 채용합니다,서울 강서구,신입·경력,빅데이터 / 백엔드/서버개발 / 데이터엔지니어
54000526,(주)지티알,3D 배경 모델러 모집함. (경력무관),경기 성남시 분당구,경력무관,모델링 / 프랍 / Blender
54010143,(주)온누리아이코리아,재무기획 총괄(FP&A/경영관리/투자전략),서울 강남구,경력 3~15년,재무회계 / 회계결산 / 기업회계
54011015,ASMPT Hongkong Ltd,[외국계 반도체] Field Service Engineer & Project Engineer,충북 청주시 흥덕구,신입·경력,기술지원 / H/W / 반도체
53986925,(주)수건넷,택배포장 및 상품 입출고 관리 정규직 채용,경기 안양시 만안구,신입·경력,구매관리 / 물류관리 / 물류사무원 / 자재관리 / 재고관리
54010334,(주)온누리아이코리아,이커머스 세무·회계 리드 경력직 채용,서울 강남구,경력 3~15년,재무회계 / 회계결산 / 기업회계
54001051,(주)한맥아이피에스,(주)한맥아이피에스 대구본사 경영관리부 채용 (총무),대구 수성구,경력5년↑,총무 / 통신
54027111,(주)앤이티,기술영업 / 장비유지보수 모집공고,경기 화성시,신입·경력,영업직 / 기업영업 / 영업전략
54029460,천가게,천가게 원단 쇼핑몰 물류팀 채용 공고,대구 서구,경력무관,재단사 / 섬유/의류 / 물류관리 / 패킹(포장) / 전자상거래
54024764,(주)라온텍,[코스닥]  소프트웨어 엔지니어 채용,경기 성남시 수정구,신입·경력,유지보수 / 웹개발 / 프론트엔드
54011596,대한에프에이시스템(주),"C#, ASP.NET, JAVA 개발 (신입) 모집합니다",서울 강남구,신입,소프트웨어개발
54017766,플렉스(주),[플렉스팀] 2026 하반기 채용 연계형 인턴십 모집 (6개월),경기 성남시 분당구,신입,데이터엔지니어 / 정보보안 / 보안컨설팅
54029468,천가게,천가게 원단 쇼핑몰 물류팀 직원 모집,대구 서구,경력무관,재단사 / 섬유/의류 / 물류관리 / 패킹(포장) / 전자상거래
54037144,레이라(주),[복덕빵] 풀스택 개발자(Node.js · React Native) 모집,서울 영등포구,경력무관,웹개발 / 종합포털
54040532,(주)보생유통,(주)보생유통 쇼핑몰 포장업무 하실 분 모집해요,부산 금정구,경력무관,물류관리 / 재고관리 / 창고관리 / 전자상거래 / 쇼핑몰
54056781,(주)에피소든,영상 콘텐츠(롱폼&숏폼) 기획/연출 PD,서울 강남구,경력1년↑,영상편집 / 유튜브 / 촬영감독
54057686,(주)노트닷컴,경영지원팀(회계/총무/경리)  경력자 채용공고,서울 성동구,경력무관,재무제표 / 서류관리 / 경리
54057695,(주)노트닷컴,경리회계 경력자 채용,서울 성동구,경력무관,재무제표 / 서류관리 / 경리
54059027,(주)커넥스,[주3.5일 근무] 클라우드센터 주간OP 관제운영 채용,부산 동구,경력무관,클라우드 / 방화벽 / SE(시스템엔지니어)
54085292,(주)클라리파이,클라리파이 - IPO 진행중인 AI 헬스케어 기업,서울 종로구,경력 4~13년,회계결산 / 재무제표 / 솔루션업체
54086619,(주)씨티아이랩,[신입/경력채용] 경영지원/연구과제 담당자 채용,서울 서초구,신입·경력,총무 / 경영지원 / 인사 / 네트워크보안
54073881,(주)위플,(주)위플에서 발주 및 CS 담당자를 찾고 있어요,서울 영등포구,경력무관,영업지원 / 수/발주 / 주문관리
54079430,(주)바스케이션,"고객의 스크롤을 멈춰 세울 분, 우리 얘기 좀 해요 (웹디자이너)",서울 금천구,경력2년↑,브랜드디자인 / 패키지디자인 / 편집디자인
54077781,(주)카이헬스,QA 채용,서울 서초구,경력3년↑,의료기기연구 / 소프트웨어개발
54078230,(주)세정글로벌,[물류관리 담당자 채용] 물류·창고관리 경력/신입 모집,경기 용인시 기흥구,경력무관,구매관리 / 물류관리 / 물류사무원 / 자재관리 / 재고관리
54080531,(주)토담,(격주4일제) (주)토담 온라인판매 웹디자이너 신입 채용,울산 울주군,신입,광고디자인 / PhotoShop / 일러스트
54087149,(주)포러스,화장품 쇼핑몰 업체에서 CS 모집합니다.,대구 달서구,경력,상담원 / 아웃바운드 / CS / 게시판관리
54085397,(주)에스엠패션,[2026] 에스엠패션 디즈니골프 온라인 쇼핑몰 C/S직원 모집공고,부산 부산진구,경력무관,쇼핑몰 / CS관리 / 교환/반품 / 전화상담
54084027,(주)아워픽,[OURPICK] 브랜드 콘텐츠 프로듀서,서울 금천구,경력무관,인플루언서마케팅 / SNS마케팅 / 콘텐츠기획
54089484,(주)엔케이에더먼트,기업부설연구소 연구2팀 설계/개발 엔지니어 모집,부산 강서구,경력무관,OrCAD / 임베디드 / H/W
54089774,(주)메타크래프트,[메타크래프트] AI 이미지 크리에이터 모집 안내,서울 구로구,신입·경력,영상편집 / 일러스트레이터 / 음성인식
54090795,(주)유니에스아이엔씨,[주 5일/원주/9-6시] 공공기관 웹/앱 자료조사 전화 및 전산입력,강원 원주시,경력무관,콘텐츠관리 / 조사원 / 텔레마케터
54104043,(주)한국공교육원,[한국공교육원] 공공부문 교육 운영 담당자 채용,서울 송파구,경력1년↑,교육컨설턴트 / 교육콘텐츠기획 / 소프트웨어개발
54103533,(주)라인테크이엔지,K-방산 무기체계 통합체계지원(IPS) 신입/경력 모집,경남 창원시,경력무관,ILS / 품질분석 / 기계
54091918,주식회사 엔티,"[주5일,사무직] 거래내역서,상품발주및재고관리,사무보조업무",경기 의왕시,경력무관,쇼핑몰
54109743,(주)한성아이시티,KT 전산 업무 경력자 모집,부산 동래구,경력무관,문서작성 / Excel / 상표관리
54106178,아름넷닷컴,"기술연구소 JAVA, Ext js JavaScript 정규 채용(신입)",서울 금천구,신입,Javascript / OracleDB / SI·시스템통합
54101400,(주)지비소프트,(주)지비소프트에서 프론트엔드 개발자 경력직을 찾고 있어요,서울 강남구,경력4년↑,소프트웨어개발
54104577,(주)디엠씨,프로그램 운영 개발 연구 경력 사원 채용,경기 수원시 권선구,경력무관,C++ / 백엔드/서버개발 / S/W
54111226,(주)엔이에스,[정규직/오목교역]Openstack 오픈스택 운영(초급/중급),서울 양천구,신입,SE(시스템엔지니어) / Linux / VDI
54112240,(주)리시드,"웹/앱 서비스 기획 및 운영자 모집(정규직, 팀장급)",서울 강남구,경력 7~15년,데이터분석 / 글로벌마케팅 / 광고마케팅
54124707,주식회사 에스이지,[에스이지] 서버/인프라 운영 및 구축 경력 3년 이상 (4000만~),부산 중구,경력3년↑,SE(시스템엔지니어) / SI·시스템통합 / 시스템관리
54112990,부산대학교,부산대학교 AX·정보화혁신본부 연구보조원 개발자 공개채용,부산 금정구,경력무관,서비스기획 / 대학교
54116891,한국타피(주),한국타피(주) 생산기술본부 직원 채용,충북 청주시 흥덕구,신입,기술지원 / 유지보수 / 자재관리
54117265,케이엠티시스템(주),경리/회계 경력 채용 공고(출산/육아 대체 인력),서울 영등포구,경력2년↑,경리 / 경리사무원 / 하드웨어
54119027,(주)와이오엘오,[크로켓] 커머스 플랫폼 CS 매니저/고객 및 셀러 상담/VOC관리,서울 마포구,경력무관,쇼핑몰 / 오픈마켓 / CS관리 / CS강사 / CS
54118997,(주)티와이엠아이씨티,2026년 (주)TYMICT 부품주문시스템 및 매뉴얼 제작자 모집,충남 공주시,경력무관,콘텐츠디자인 / 2D디자인 / 3D디자인
54118263,(주)유니베이아이엔씨,[프로젝트/상암] 웹개발자(JAVA) 경력직 채용,서울 마포구,경력6년↑,소프트웨어개발
54110235,(주)디와이프로,경영지원(회계·총무·인사) 실무 경력자를 찾고 있어요,경기 고양시 덕양구,경력5년↑,총무 / 경영지원 / 전자상거래 / 쇼핑몰
54121333,(주)에이치투비즈,(주)에이치투비즈 서비스운영팀 채용,서울 강서구,경력1년↑,자료입력 / 전화응대 / 서류관리
54124294,(주)한성엠에스,[LG CNS 마곡/연3021만이상/연봉 外O.T별도]비서 채용(1인 보좌),서울 강서구,경력1년↑,회계결산 / 법인결산 / 사무보조
54119746,(주)마이크로텍시스템,[임베디드] 하드웨어 개발 및 Rockchip 기술 지원 채용,경기 수원시 영통구,신입·경력,회로설계 / H/W / OrCAD
54130754,(주)이노버스,백엔드 개발자 (3년 이상),서울 강남구,경력 3~20년,기계
54133581,라이트밸런스(주),[쇼핑몰 물류팀] 물류센터 입출고 데이터 관리/전산 재고 담당자,경기 오산시,경력2년↑,품질검사원 / 지게차 / 주문관리
53697499,(주)아이웹,AI활용 웹디자인(퍼블리셔) 개발자를 모집합니다.(신입/경력),서울 마포구,경력무관,프론트엔드 / PhotoShop / 일러스트
53854372,(주)마이스,[메가스터디교육 자회사] 마이스 AI 개발자 채용,서울 서초구,경력 3~10년,딥러닝 / AI(인공지능) / Python
53862433,(주)모빌테크,"[모빌테크] AI Engineer 채용 (신입, 경력)",서울 서초구,신입·경력,Python / Pytorch / C++
53866793,(주)장한유통,장한유통 배송기사 모집,부산 사하구,경력무관,납품운전원 / 대리운전 / 라이더(배달원) / 물류기사 / 배송기사
53880929,(주) 바램인터렉티브,브랜딩을 이해하는 디지털 마케터를 모십니다. - 부산 -,부산 해운대구,경력무관,마케팅전략 / 온라인마케팅 / 글로벌마케팅
53912307,주식회사 이너탭,[대표가 직접 쓴 공고] 콘텐츠마케터 채용 (신입/경력),서울 강남구,경력무관,광고PD / 디지털마케팅 / 전자상거래
53912309,주식회사 이너탭,[대표가 직접 쓴 공고] 제품/브랜드기획자 채용 (신입/경력),서울 강남구,경력무관,광고PD / 디지털마케팅 / 전자상거래
53915392,러너블(주),[러너블] 브랜드 마케팅 신입/주니어 (서비스·콘텐츠 운영),서울 마포구,신입,인플루언서마케팅 / SNS마케팅 / 블로그마케팅
53931723,드림라인(주),경영지원 경력사원 모집,서울 구로구,경력,사무보조 / 문서작성 / 자료입력
53941839,(주)창조시스템,(주)창조시스템 - 정보통신 경력직원 채용 (신입도 지원 가능),대구 수성구,경력무관,IT컨설팅 / 정보보안 / 보안컨설팅
53942418,(주)애드쿠아인터렉티브,[ADQUA] Java 백엔드 웹개발자(3년이상 팀원),서울 강남구,경력3년↑,Java / 광고대행사
53945308,(주)하버맥스,(주)하버맥스 웹/앱 및 HW/SW 개발자 채용,부산 남구,경력무관,백엔드/서버개발 / 네트워크 / S/W
53932196,(주)위루트파이낸셜,React & Flutter 프론트 개발자 모집,서울 금천구,경력무관,유지보수 / 앱개발 / 웹개발
53960459,(주)세이브온,온라인 쇼핑몰 포장업무 및 현장업무  모집,부산 금정구,경력무관,쇼핑몰 / 물류관리 / 포장 / 쇼핑몰
53988428,이투스교육(주),[이투스에듀] 온라인사업본부 데이터 프로덕트 엔지니어 채용,서울 서초구,신입·경력,데이터분석가 / 백엔드/서버개발 / 데이터엔지니어
53966878,(주)에이치제이웨이브,[판교] 신사업부문 총괄 관리자 채용,경기 성남시 수정구,경력15년↑,사업기획 / 서비스기획 / 영업기획
53965154,(주)데이터디자인엔지니어링,풀스택 개발자,서울 구로구,경력무관,백엔드/서버개발 / 웹개발 / MySQL
53971993,(주)서호글로벌,온라인 쇼핑몰 포장업무팀 모집공고,부산 금정구,경력무관,출고/출하 / 패킹(포장) / 포장 / 포장 / 쇼핑몰
53977839,(주)윈즈아이티서비스,[근무지 : 판교 NHN] 서비스데스크(총무지원) 신입 모집,경기 성남시 분당구,신입·경력,문서작성 / 전화응대 / 서류관리
54001137,비젼아이티에스(주),대구 경영관리 채용 (총무),대구 수성구,경력 5~15년,총무 / 통신
54003499,(주)더그리트,[(주)더그리트] 프론트 개발자(React) 채용 (경력),서울 송파구,경력 3~10년,웹개발 / 프론트엔드 / Javascript
53985743,(주)텍트원,C# Winform .NET Framework  SW 경력 개발자 채용[경기/안양],경기 안양시 동안구,경력3년↑,S/W / SQL / PostgreSQL
53987119,(주)코레이즈홀딩스,[코레이즈] 서버 인프라 엔지니어(신입) 채용,서울 성동구,신입,PM(프로젝트매니저) / IT컨설팅 / 정보보안
53985762,(주)뮤드메이트,[뮤드] 화장품 색조브랜드 경영지원 담당자 경력직 채용(3년이상,서울 성동구,경력3년↑,경영지원 / 인사 / 전자상거래 / 쇼핑몰
53989294,(주)라온솔루션,소프트웨어개발자 신입 채용,경기 화성시 동탄구,신입,웹개발 / C# / 소프트웨어개발
53990999,(주)아이웹,(주)아이웹 26년 상반기 추가 웹/앱 플랫폼 개발자 모집,서울 마포구,경력무관,백엔드/서버개발 / 솔루션 / 네트워크
54024609,아이헤이트플라잉버그스(주),[에듀테크 스타트업] 영어 콘텐츠 스페셜리스트,서울 영등포구,경력무관,학원강사 / 파트강사 / 교육운영
54025246,쿠팡풀필먼트서비스(유),[쿠팡 CFS]  물류센터 네트워크 최적화 담당자,서울 송파구,경력6년↑,SQL / Excel / 재고관리
54030096,(주)히든몬스터,모바일 게임 운영 매니저 모집 (신입/경력),서울 금천구,신입·경력,게임개발 / GM(게임운영) / 게임운영 / 게임
54038986,(주)레이월드,온라인 마케팅 및 사업 운영 지원 사원 채용,대구 동구,경력무관,SNS마케팅 / 영업기획 / 콘텐츠기획
54046217,주식회사 대원정보문화,JAVA 개발자 채용,서울 금천구,경력 2~5년,SI·시스템통합 / 솔루션업체 / 소프트웨어개발
54059334,하리오코리아주식회사,경리업무 및 사무보조 채용 공고,서울 종로구,경력무관,경리사무원 / 쇼핑몰 / B2B / B2C / 오픈마켓
54063350,(주)에이엔드,웹 시스템 운영 및 개발 경력자 모집,서울 강남구,경력 5~10년,Java / 프론트엔드 / SI·시스템통합
54057726,(주)오렌지랩,[(주)오렌지랩] 경영지원팀 경력직 채용,서울 영등포구,신입·경력,경영기획 / 총무 / 급여(Payroll)
54076712,(주)빅크래프트,웹 개발자 (풀스택) 채용,서울 강남구,경력2년↑,광고대행사
54078435,(주)네이처모빌리티,[예비유니콘 선정기업] 서비스기획 경력직 채용,서울 강남구,경력3년↑,데이터분석 / 앱기획 / 웹기획
54063701,(주)치엘로,[신입/경력] 제품 기획 BM / PM,부산 부산진구,경력무관,마케팅기획 / 마케팅전략 / 기획MD
54084666,(주)엔텍코아,"전기, 계측 설계 경력 및 신입사원(Turbine Control Engineer)",대전 유성구,신입·경력,전기제어 / 회로설계 / 전자제어
54073293,(주)온앤미,[온앤미] AI 서비스기획/개발/운영 통합 담당자 채용,서울 강남구,경력무관,백엔드/서버개발 / 기술지원 / 웹개발
54072479,(주)윈즈아이티서비스,[과천/라인] 업무지원센터[총무 업무] 정규직 채용,경기 과천시,신입·경력,문서작성 / 자료입력 / 전화응대
54072273,(주)대아정보시스템,병원정보시스템 SW 및 Infra 유지보수 및 개발(아주대학교병원),경기 수원시 영통구,경력 1~6년,인프라 / S/W / SE(시스템엔지니어)
54077832,(주)건창정보기술,사무직 채용공고(경력무관),경기 양주시,경력무관,경리사무원 / 네트워크보안
54080066,(주)알앤에스랩,"회계담당 파트타임(RCMS, 더존 사용 가능자) 채용 (동탄사업장)",경기 화성시 동탄구,경력무관,총무 / 전산총무 / 하드웨어 / 펌웨어
54085493,(주)코드잇,교육 행정 매니저 (계약직),서울 중구,경력무관,교육행정 / 사무행정 / 인터넷교육
54086699,(주)네이처모빌리티,[예비유니콘 선정기업] 회계/자금 경력직 채용,서울 강남구,경력3년↑,회계결산 / 기업회계 / 관리회계
54093065,(주)피아이코퍼레이션,백엔드 개발자 채용,서울 강남구,경력3년↑,앱개발 / 웹개발 / 엔터테인먼트
54106697,(주)로얄로더,유튜브 콘텐츠 PD(채널 성장 경험자 우대),서울 금천구,경력2년↑,영상편집 / 유튜브 / 촬영
54108201,(주)코레이즈홀딩스,[코레이즈] Apple B2B 영업지원 및 세일즈 관리자 채용,서울 성동구,경력무관,기술지원 / 유지보수 / 영업
54111246,(주)엠에스에프엔비,[패션브랜드] 키즈브랜드 젤리멜로 콘텐츠&미디어팀 웹디자이너,서울 중구,경력 7~10년,CSS / HTML5 / 웹디자인 / 전자상거래
54101254,(주)티업엔조이,티업엔조이 풀스택 개발자 채용 공고,서울 구로구,경력5년↑,AWS / Node.js / 스포츠
54106887,(주)레드포인트,[플랫폼] 주문관리 및 발주정산 직원 모집,광주 광산구,경력무관,물류관리 / 수/발주 / 정산관리
54107885,(주)레이월드,온라인 마케팅 및 사업 운영 지원 채용,대구 동구,경력무관,SNS마케팅 / 영업기획 / 콘텐츠기획
54109756,(주)스팩스페이스,[교육사업총괄본부] 교육 운영 매니저 채용 (청년취업사관학교),서울 강서구,신입·경력,소프트웨어개발
54123046,제일기술(주),[경력] JAVA/JSP 개발자 모집,대구 동구,경력 3~10년,JSP / 솔루션업체 / 소프트웨어개발
54111140,(주)달콤한고래들,쇼핑몰 CS매니저(외주 관리&사방넷 운영),서울 강서구,경력,CS / CX매니저 / 게시판관리
54112691,(주)텔몬,디자인(웹디자인/상세페이지外 1개 부문) 채용,서울 금천구,경력3년↑,광고디자인 / 콘텐츠디자인 / 웹개발
54125686,(주)코니스트,(일본어 상급자) 웹툰·웹소설 데이터 모니터링/기획/운영,서울 마포구,경력무관,콘텐츠마케팅 / 경영기획 / 거래처관리
54112696,(주)텔몬,"마케팅기획,  온라인마케팅관리. 키워드마케터 . 기업홍보",서울 금천구,경력2년↑,마케팅 / 마케팅전략 / 광고마케팅
54122829,(주)인티어리,"(주)인티어리 C/C++, C# 소프트웨어 개발 및 유지보수 채용 공고",서울 영등포구,경력무관,C# / SI개발 / SI·시스템통합
54124612,(주)대한창조안전원,안전보건교육기관 온라인 홈페이지 및 마케팅 담당,부산 동구,경력무관,안전보건관리자 / 안전보건관리자 / 인터넷교육
54125370,(주)화산시스템,(주)화산시스템 의료기기 소프트웨어 기획 채용 공고,서울 성북구,신입·경력,의공기사 / 임상병리사 / SI·시스템통합
53619046,(주)어빌리티스,"[오다다, 웰니스 푸드&티 브랜드] 물류/SCM 브랜드 운영팀",서울 마포구,경력3년↑,구매관리 / 물류관리 / 물류사무원 / 자재관리 / 재고관리
53716150,(주)다날핀테크,[다날핀테크] 백엔드 경력사원(5년 이상/팀장급) 채용,경기 성남시 분당구,경력5년↑,AI(인공지능) / 백엔드/서버개발 / IT컨설팅
53772508,(주)드림아이디어소프트,[대구] Java 자바 백엔드 개발자 채용,대구 동구,경력무관,Java / SI·시스템통합 / ERP
53843165,(주)케어닥,[케어닥] 재무팀 팀원,서울 강남구,경력 3~5년,회계결산 / 재무제표 / 감사
53800724,(주)지에스티,스마트공장 - 메카트로닉스 개발자모집,서울 금천구,신입·경력,MSSQL / Java / C#
53854723,(주)오즈씨엔에스,웹 자바 개발자 모집,서울 노원구,경력무관,SI개발 / DBMS / JPA
53859673,(주)마이즈,[경력] 마이즈 디자인팀 팀원 모집,인천 연수구,경력2년↑,PhotoShop / 일러스트 / 모바일디자인
53872994,(주)디엔비소프트,"경영지원팀(경리, 총무) 신입/경력 직원 채용 (원주 본사)",강원 원주시,경력무관,재무회계 / 관리회계 / 사무직
53854155,(주)에이아이플랫폼,찾아가는 AI헬스케어 운영인력 모집(간호사 자격보유자),광주 북구,경력무관,솔루션업체 / 소프트웨어개발 / SM
53875243,(주)엘비에이치오,(주)엘비에이치오 [ODOR] 패션 MD 채용 [신입/경력가능],서울 용산구,경력무관,온라인영업 / 기획MD / 바잉MD
53875268,(주)시큐어넷,경리/운영보조/사무직 경력무관 채용,서울 서초구,경력무관,경리 / SI·시스템통합 / ERP
53890929,(주)한국심리교육원,풀스택 개발자 (프론트엔드 중심),서울 강남구,경력1년↑,앱개발 / 웹개발 / 프론트엔드
53923466,"에이치엘비글로벌(주)서울지점(HLBGlobalCo.,Ltd.)",[코스피 상장사] 브랜드 광고 영상 콘텐츠 PD 채용 (신입/경력),서울 마포구,경력1년↑,마케팅기획 / 마케팅 / 마케팅전략
53935872,그린유즈(주),재무실장 (재무·회계 총괄) 영입,서울 강북구,경력5년↑,재무 / 재무회계 / 회계사
53966970,(주) 리마엔터테인먼트,(주) 리마엔터테인먼트 음악 콘텐츠 개발/제작 담당자 채용 공고,경기 성남시 분당구,경력무관,데이터분석가 / 데이터엔지니어 / 영상제작
53958003,그로윈(주),오픈소스 기반 플랫폼 엔지니어 (미들웨어/컨테이너/CI·CD),서울 강남구,경력무관,인프라 / 클라우드 / S/W
53966812,(주) 리마엔터테인먼트,(주) 리마엔터테인먼트 UX/UI 기획 담당자 채용 공고,경기 성남시 분당구,경력무관,전략기획 / 사업기획 / 서비스기획
53966195,(주)케어닥,[케어닥/부산] 부산지역 사무업무담당자,부산 부산진구,경력무관,영업직 / 영업전략 / 영업기획
53976479,범호아이티(주),(신입/경력) 대구 백엔드/인프라 개발자 모집합니다,대구 동구,신입·경력,백엔드/서버개발 / SI개발 / SI·시스템통합
53978159,(주)메시스,(주)메시스 UI/UX 디자이너 & 프로덕트 디자이너 모집,서울 마포구,경력무관,그래픽디자인 / 브랜드디자인 / 패키지디자인
53980434,(주)정원에스에프에이,자율주행 로봇 / 협동 로봇 / ROS / Vision / AI 개발 직무,서울 구로구,경력무관,딥러닝 / S/W / 영상처리
53952175,(주)애나,AI 에이전트 기반 백엔드 개발자 구인,서울 종로구,경력무관,Python / Pytorch / 백엔드/서버개발
53985020,(주)클라우드플러그,프론트엔드 개발자(Frontend Developer) 신입/경력 채용,서울 성동구,경력무관,SI·시스템통합
53971757,(주)와이코퍼레이션,(신입/경력) 웹개발 정규직 채용 공고,대구 동구,신입·경력,백엔드/서버개발 / 웹개발 / SQL
53982487,(주)미드키스,(주)MIDKEES 유니티 개발자 모집,서울 강남구,경력무관,C# / Unity / .NET
53966905,(주) 리마엔터테인먼트,(주) 리마엔터테인먼트 클라이언트 개발 채용 공고,경기 성남시 분당구,경력무관,AI(인공지능) / 빅데이터 / 백엔드/서버개발
53982428,(학) 연세대학교,연세대학교 공학연구원 계약직원 모집(데이터 행정/채용시 마감),서울 서대문구,경력무관,교육행정 / 대학교
53998673,(주)퍼씨엠,전략지원팀 설비보전산업기사or자동화설비산업기사 기술부,부산 북구,경력무관,Python / 공정관리 / 기술지원
53984936,(주)클라우드플러그,클라우드플러그에서 함께하실 개발자를 모집합니다.,서울 성동구,경력무관,솔루션 / 네트워크 / 클라우드
53988830,(주)크리에이티브소프트,APP & Web UI·UX디자인 신입/경력 채용,서울 금천구,신입·경력,UI/UX디자인 / PhotoShop / 일러스트레이터
53983595,(주)플레이아이디어랩,AI 개발자 모집 (초급/신입 가능),서울 관악구,경력무관,AI(인공지능) / Python / Pytorch
54011246,그로윈(주),그로윈(주) 데이터 플랫폼 엔지니어(Data Engineer) 채용 공고,서울 강남구,경력무관,데이터엔지니어 / DW / ETL
54009866,(주)와이즈,[와이즈] 연구소 전자팀 개발자 채용 (회로설계/MCU/C언어),경기 용인시 기흥구,경력무관,C++ / PCB / 회로설계
53996110,(주)성진하이텍,[정규직] 역량있는 웹 프로그래머 [신입/경력] 모집.,서울 금천구,경력무관,웹개발 / Java / Linux
54026668,(주)유림정보시스템,사무직 회계세무 및 사무보조 파트타임(4시간) 채용 [평택근무],경기 평택시,경력무관,PL(프로젝트리더) / 전략기획 / 사업기획
54003302,(주)온택트헬스,심장 CT 영상데이터 분석가(방사선사) 채용,서울 서대문구,신입·경력,R&D / 연구원 / 간호사
54029924,주식회사 지오아이엔씨,온라인 MD,서울 송파구,경력,콘텐츠기획 / 이벤트프로모션 / 검색광고
54022829,(주)팀플백,(주)팀플백 AI 에듀테크 서비스를 함께 만들어 갈 개발자 모집,서울 용산구,경력무관,프론트엔드 / 종합포털
54039676,(주)우리시스템,웹/앱 유지보수 고객 대응 및 신규 AI프로젝트 개발 인원모집,대전 유성구,신입,유지보수 / 앱개발 / 웹개발
54029376,(주)와이엠아이엔티엘,[시간조정가능] 포렉스 쇼핑몰 운영/SNS 관리 마케팅 담당자모집,경기 성남시 분당구,경력무관,2D디자인 / 3D디자인 / 일러스트
54022369,(주)큐라움,[큐라움] 모바일 앱 개발자 Android/iOS (팀원급),서울 용산구,경력3년↑,API / Android / Kotlin
54044955,(주)미뷰,[풀스택] 뷰티/성형 웹 개발자 모집,서울 강남구,경력2년↑,PostgreSQL / 프론트엔드 / 반응형웹
54036975,주피터랩스(주),[주피터랩스] 경영지원 실무 담당 채용,서울 영등포구,경력 2~7년,세무회계 / 자금관리 / 경영지원
54057918,(주)스노우파이프,[경력] 재무/인사 담당자 정규직 채용건,서울 서초구,경력 1~5년,더존 / 부가세신고 / 세무신고
54059102,(주)온택트헬스,심장초음파사(소노그래퍼) 경력사원 채용,서울 서대문구,경력2년↑,R&D / 연구원 / 간호사
54040302,(재)역사문화환경정책연구원,2026년 하반기 정기 연구원 공개채용 (신입/경력),경기 광명시,신입·경력,GIS / 문화재 / 북디자인 / 표지디자인
54060645,비주얼바이브(주),기획/경영지원 담당자 구인,서울 강남구,경력무관,경리사무원 / 경영지원 / 시스템관리 / 솔루션업체
54045644,(주)다날핀테크,[다날핀테크] 전략/사업분야 경력직 채용 (7년 이상),경기 성남시 분당구,경력7년↑,PL(프로젝트리더) / 기획 / 전략기획
54074771,(주)에스제이테크놀로지,"웹개발자 모집 (Java, Spring )",서울 마포구,경력 4~8년,Java / Javascript / React
54078647,(주)클랩스,제품 및 브랜딩 디자이너 채용,서울 서초구,경력3년↑,브랜드디자인 / BX디자인 / 2D디자인
54078789,IPX,[IPX(구.라인프렌즈)] Original IP Brand Marketing Internship,경기 과천시,신입,브랜드마케팅 / 콘텐츠기획 / 콘텐츠마케팅
54085561,(주)한컴케어링크,[한컴케어링크] AI·바이오 데이터 연구개발 인재 모집,경기 성남시 분당구,경력3년↑,생명과학 / 알고리즘개발 / 미생물
54069259,(주)대업,기술연구팀 설계직원 모집,경기 김포시,경력무관,AutoCAD / CAD / 2D디자인
54075722,엠클라우드브리지(주),"AI Agent (OpenAI,GPT,Gemini 기반) 개발자",서울 강남구,경력무관,Pytorch / 백엔드/서버개발 / 프론트엔드
54089121,(주)이큐브랩,이큐브랩 펌웨어(Firmware) 개발자,서울 구로구,경력무관,AI(인공지능) / Python / C++
54093064,(주)퍼블릭에이아이,[퍼블릭에이아이] ML / DL 엔지니어 채용,서울 서초구,경력무관,Pytorch / 소프트웨어개발
